domain,slot,value
GetFlights,destination,Washington
GetFlights,origin,Atlanta
GetFlights,origin,Chicago
GetFlights,origin,Delhi
GetFlights,origin,Las Vegas
GetFlights,origin,London
GetFlights,origin,Los Angeles
GetFlights,origin,Mexico City
GetFlights,origin,Nairobi
GetFlights,origin,New York
GetFlights,origin,Paris
GetFlights,origin,Philadelphia
GetFlights,origin,Phoenix
GetFlights,origin,Portland
GetFlights,origin,San Diego
GetFlights,origin,San Francisco
GetFlights,origin,Seattle
GetFlights,origin,Sydney
GetFlights,origin,Toronto
GetFlights,origin,Vancouver
GetFlights,origin,Washington
GetFlights,passengers,1
GetFlights,passengers,2
GetFlights,passengers,3
GetFlights,passengers,4
GetFlights,return_date,2019-03-03
GetFlights,return_date,2019-03-04
GetFlights,return_date,2019-03-05
GetFlights,return_date,2019-03-06
GetFlights,return_date,2019-03-07
GetFlights,return_date,2019-03-08
GetFlights,return_date,2019-03-09
GetFlights,return_date,2019-03-10
GetFlights,return_date,2019-03-11
GetFlights,return_date,2019-03-12
GetFlights,return_date,2019-03-13
GetFlights,return_date,2019-03-14
GetHomes,area,Castro Valley
GetHomes,area,Concord
GetHomes,area,Dublin
GetHomes,area,Fairfield
GetHomes,area,Foster City
GetHomes,area,Fremont
GetHomes,area,Hayward
GetHomes,area,Livermore
GetHomes,area,Milpitas
GetHomes,area,Mountain View
GetHomes,area,Napa
GetHomes,area,Newark
GetHomes,area,Novato
GetHomes,area,Palo Alto
GetHomes,area,Pleasant Hill
GetHomes,area,Rohnert Park
GetHomes,area,San Jose
GetHomes,area,San Leandro
GetHomes,area,San Ramon
GetHomes,area,Santa Clara
GetHomes,area,Santa Rosa
GetHomes,area,Sebastopol
GetHomes,area,Suisun City
GetHomes,area,Sunnyvale
GetHomes,area,Union City
GetHomes,area,Vacaville
GetHomes,number_of_baths,1
GetHomes,number_of_baths,2
GetHomes,number_of_baths,3
GetHomes,number_of_beds,1
GetHomes,number_of_beds,2
GetHomes,number_of_beds,3
GetHomes,number_of_beds,4
GetHomes,pets_allowed,True
GetHomes,property_name,1000 Kiely
GetHomes,property_name,215 Bayview Apartments
GetHomes,property_name,400 Canal Street Apartments
GetHomes,property_name,888 Golden Saratoga-Cupertino Apartment Homes
GetHomes,property_name,Addison Ranch
GetHomes,property_name,Aegena
GetHomes,property_name,Alameda Gardens Apartments
GetHomes,property_name,Alborada Apartments
GetHomes,property_name,Alma Apartments
GetHomes,property_name,Almaden Garden Apartments
GetHomes,property_name,Almaden Lake Apartments
GetHomes,property_name,Amador Apartments
GetHomes,property_name,Amber Court
GetHomes,property_name,Americana
GetHomes,property_name,Americana Apartments
GetHomes,property_name,Apricot Pit Apartments
GetHomes,property_name,Arbor Apartments
GetHomes,property_name,Archstone Walnut Creek
GetHomes,property_name,Arioso Apartments
GetHomes,property_name,Aspen Village Apartments
GetHomes,property_name,Aster Park Apartments
GetHomes,property_name,Avalon Apartments
GetHomes,property_name,Avery Park Apartments
GetHomes,property_name,Barkley Square Apartments
GetHomes,property_name,Bay Village Apartments
GetHomes,property_name,Baycrest
GetHomes,property_name,Baywoods Apartment Homes
GetHomes,property_name,Bella Vista Apartments
GetHomes,property_name,Belmont Apartment Homes
GetHomes,property_name,Betel Apartments
GetHomes,property_name,Bicentennial Apartments
GetHomes,property_name,Bonnie Terrace Apartments
GetHomes,property_name,Boulevard
GetHomes,property_name,Bridge Grayson Creek Associates
GetHomes,property_name,Bristol Apartment Homes
GetHomes,property_name,Bristol Apartments
GetHomes,property_name,Bristol Commons
GetHomes,property_name,Brookside East Apartments
GetHomes,property_name,Brookside Gardens
GetHomes,property_name,Brush Creek Apartments
GetHomes,property_name,Buchanan Park
GetHomes,property_name,Cadillac Flats Apartments
GetHomes,property_name,Camino Creek Apartments
GetHomes,property_name,Carmel House
GetHomes,property_name,Carriage House Apartments
GetHomes,property_name,Carrington Apartments
GetHomes,property_name,Casa Las Palmas
GetHomes,property_name,Casa Pino Condos
GetHomes,property_name,Case Verde Apartment
GetHomes,property_name,Chesapeake Point Apartments
GetHomes,property_name,Chestnut Place
GetHomes,property_name,City Centre
GetHomes,property_name,City View
GetHomes,property_name,City Walk Apartment Homes
GetHomes,property_name,Clayton Creek Apartments
GetHomes,property_name,Cloverdale Garden Apartments
GetHomes,property_name,Coffeetree Apartments
GetHomes,property_name,Courtyard Apartments
GetHomes,property_name,Crawford Apartments
GetHomes,property_name,Crescent Park
GetHomes,property_name,Crossing At Montague Apartments
GetHomes,property_name,Cypress Glen
GetHomes,property_name,Doolittle Apartments
GetHomes,property_name,El Gato Penthouse
GetHomes,property_name,Felson Management Corporation
GetHomes,property_name,Fernmar Apartments
GetHomes,property_name,Fox Creek Apartments
GetHomes,property_name,Granada Apartments
GetHomes,property_name,Greentree Terrace Apartments
GetHomes,property_name,Hidden Creek Town Homes
GetHomes,property_name,Lotus Apartments
GetHomes,property_name,Meadowood Apartments
GetHomes,property_name,Miramar Apartments
GetHomes,property_name,Muirlands At Windemere Apartments
GetHomes,property_name,Pine Terrace Apartments
GetHomes,property_name,Renaissance Apartment Homes
GetHomes,property_name,Sherwood Oaks Apartments
GetHomes,property_name,Sofi Belmont Glen
GetHomes,property_name,Summit Crest Apartments
GetHomes,property_name,Valley Oaks Apartments
GetHomes,visit_date,2019-03-01
GetHomes,visit_date,2019-03-02
GetHomes,visit_date,2019-03-03
GetHomes,visit_date,2019-03-04
GetHomes,visit_date,2019-03-05
GetHomes,visit_date,2019-03-06
GetHomes,visit_date,2019-03-07
GetHomes,visit_date,2019-03-08
GetHomes,visit_date,2019-03-09
GetHomes,visit_date,2019-03-10
GetHomes,visit_date,2019-03-11
GetHomes,visit_date,2019-03-12
GetHomes,visit_date,2019-03-13
GetHomes,visit_date,2019-03-14
GetHotels,average_rating,1
GetHotels,average_rating,2
GetHotels,average_rating,3
GetHotels,average_rating,4
GetHotels,average_rating,5
GetHotels,check_in_date,2019-03-01
GetHotels,check_in_date,2019-03-02
GetHotels,check_in_date,2019-03-03
GetHotels,check_in_date,2019-03-04
GetHotels,check_in_date,2019-03-05
GetHotels,check_in_date,2019-03-06
GetHotels,check_in_date,2019-03-07
GetHotels,check_in_date,2019-03-08
GetHotels,check_in_date,2019-03-09
GetHotels,check_in_date,2019-03-10
GetHotels,check_in_date,2019-03-11
GetHotels,check_in_date,2019-03-12
GetHotels,check_in_date,2019-03-13
GetHotels,has_wifi,True
GetHotels,hotel_name,1 Hotel Brooklyn Bridge
GetHotels,hotel_name,1 Hotel Central Park
GetHotels,hotel_name,11 Howard
GetHotels,hotel_name,28 Hotel Sydney
GetHotels,hotel_name,45 Park Lane
GetHotels,hotel_name,Abc Hyde Park Hotel
GetHotels,hotel_name,Abercorn House
GetHotels,hotel_name,Ac Hotel By Marriott Chicago Downtown
GetHotels,hotel_name,Ac Hotel By Marriott Paris Porte Maillot
GetHotels,hotel_name,Acme Hotel Company Chicago
GetHotels,hotel_name,Adina Apartment Hotel Bondi Beach Sydney
GetHotels,hotel_name,Adina Apartment Hotel Sydney Darling Harbour
GetHotels,hotel_name,Adina Serviced Apartments Sydney Martin Place (Formerly Medina)
GetHotels,hotel_name,Airtel Plaza Hotel
GetHotels,hotel_name,Aka University City
GetHotels,hotel_name,Alila Bangsar
GetHotels,hotel_name,Aloft New Delhi Aerocity
GetHotels,hotel_name,Aloft Philadelphia Downtown
GetHotels,hotel_name,Aloft Phoenix-Airport
GetHotels,hotel_name,Amastan Paris
GetHotels,hotel_name,Amsterdam Hostel San Francisco
GetHotels,hotel_name,Anaheim Majestic Garden Hotel
GetHotels,hotel_name,Andaz Delhi - A Concept By Hyatt
GetHotels,hotel_name,Aparthotel Adagio Access Paris La Villette
GetHotels,hotel_name,Argonaut Hotel
GetHotels,hotel_name,Atrium Inn Vancouver
GetHotels,hotel_name,Azure Hotel Nairobi Westlands
GetHotels,hotel_name,Bahia Resort Hotel
GetHotels,hotel_name,Best Western Mission Bay
GetHotels,hotel_name,Best Western Plus Bayside Inn
GetHotels,hotel_name,Best Western Plus Chateau Granville Hotel & Suites & Conference Ctr.
GetHotels,hotel_name,Best Western Plus Dragon Gate Inn
GetHotels,hotel_name,Best Western Plus Pioneer Square Hotel Downtown
GetHotels,hotel_name,Best Western Plus Sutter House
GetHotels,hotel_name,Best Western Plus Toronto North York Hotel & Suites
GetHotels,hotel_name,Best Western Premier Toronto Airport Carlingview Hotel
GetHotels,hotel_name,Best Western Primrose Hotel Downtown-Toronto
GetHotels,hotel_name,Doubletree By Hilton Hotel Sacramento
GetHotels,location,Anaheim
GetHotels,location,Atlanta
GetHotels,location,Chicago
GetHotels,location,Delhi
GetHotels,location,Fresno
GetHotels,location,Kuala Lumpur
GetHotels,location,Las Vegas
GetHotels,location,London
GetHotels,location,Long Beach
GetHotels,location,Los Angeles
GetHotels,location,Nairobi
GetHotels,location,New York
GetHotels,location,Paris
GetHotels,location,Philadelphia
GetHotels,location,Phoenix
GetHotels,location,Portland
GetHotels,location,Sacramento
GetHotels,location,San Diego
GetHotels,location,San Francisco
GetHotels,location,Seattle
GetHotels,location,Sydney
GetHotels,location,Toronto
GetHotels,location,Vancouver
GetHotels,location,Washington D.C.
GetHotels,number_of_days,1
GetHotels,number_of_days,2
GetHotels,number_of_days,3
GetHotels,number_of_days,4
GetHotels,number_of_rooms,1
GetHotels,number_of_rooms,2
GetHotels,number_of_rooms,3
GetMedia,genre,Adventure
GetMedia,genre,Biographical
GetMedia,genre,Comedy
GetMedia,genre,Drama
GetMedia,genre,Fantasy
GetMedia,genre,Musical
GetMedia,genre,Mystery
GetMedia,genre,Romance
GetMedia,genre,Sports
GetMedia,genre,War
GetMovies,genre,Adventure
GetMovies,genre,Animation
GetMovies,genre,Biographical
GetMovies,genre,Comedy
GetMovies,genre,Drama
GetMovies,genre,Fantasy
GetMovies,genre,Horror
GetMovies,genre,Mystery
GetMovies,genre,Romance
GetMovies,genre,Thriller
GetMusic,artist,Agnes Obel
GetMusic,artist,Alec Benjamin
GetMusic,artist,Anna Kendrick
GetMusic,artist,Ariana Grande
GetMusic,artist,Avicii
GetMusic,artist,Ben Platt
GetMusic,artist,Carly Rae Jepsen
GetMusic,artist,Caro Emerald
GetMusic,artist,Charlie Puth
GetMusic,artist,Cody Johnson
GetMusic,artist,Conan Gray
GetMusic,artist,Courier
GetMusic,artist,Darius Rucker
GetMusic,artist,Dustin Lynch
GetMusic,artist,Enrique Iglesias
GetMusic,artist,Ghost
GetMusic,artist,Halsey
GetMusic,artist,Hayley Kiyoko
GetMusic,artist,In This Moment
GetMusic,artist,Jason Aldean
GetMusic,artist,Jawga Boyz
GetMusic,artist,Jimmie Allen
GetMusic,artist,Jon Pardi
GetMusic,artist,Kane Brown
GetMusic,artist,Kevin Macleod
GetMusic,artist,Konshens
GetMusic,artist,Kozoria
GetMusic,artist,Lana Del Rey
GetMusic,artist,Limbo
GetMusic,artist,Lizzo
GetMusic,artist,Madilyn Bailey
GetMusic,artist,Marshmello
GetMusic,artist,Red Hot Chili Peppers
GetMusic,artist,Rihanna
GetMusic,artist,Ruth B
GetMusic,artist,Ryutaro Nakahara
GetMusic,artist,Sabaton
GetMusic,artist,Shatta Wale
GetMusic,artist,Sigrid
GetMusic,artist,Skillet
GetMusic,artist,Starset
GetMusic,artist,The Chainsmokers
GetMusic,artist,The Dead South
GetMusic,artist,Thomas Rhett
GetMusic,artist,Zayn Malik
GetMusic,playback_device,Bedroom speaker
GetMusic,playback_device,Kitchen speaker
GetMusic,playback_device,TV
GetMusic,song_name,Addicted
GetMusic,song_name,Adorn
GetMusic,song_name,Adrenalize
GetMusic,song_name,African Beauty
GetMusic,song_name,Airplane Mode
GetMusic,song_name,Alive
GetMusic,song_name,All About That Bass
GetMusic,song_name,All On Me
GetMusic,song_name,All The Girls Wanna Ride
GetMusic,song_name,Another Day Of Sun
GetMusic,song_name,Are You Ready
GetMusic,song_name,Attention
GetMusic,song_name,Baby Sexy
GetMusic,song_name,Back It Up
GetMusic,song_name,Bad Habit
GetMusic,song_name,Banjo Odyssey
GetMusic,song_name,Barefoot In The Park
GetMusic,song_name,Battle Symphony
GetMusic,song_name,Be My Baby
GetMusic,song_name,Before I Leave
GetMusic,song_name,Best Shot
GetMusic,song_name,Blocks
GetMusic,song_name,Boy In The Bubble
GetMusic,song_name,Break Free
GetMusic,song_name,Broken Arrows
GetMusic,song_name,Business Dinners
GetMusic,song_name,Buttercup
GetMusic,song_name,Call Me Maybe
GetMusic,song_name,Carnivore
GetMusic,song_name,Carry Me
GetMusic,song_name,Cham Cham
GetMusic,song_name,Change Your Life
GetMusic,song_name,Colder Weather
GetMusic,song_name,Colors
GetMusic,song_name,Cool Girl
GetMusic,song_name,Cups
GetMusic,song_name,Curious
GetMusic,song_name,Dance Macabre
GetMusic,song_name,Dark Necessities
GetMusic,song_name,Dem Beats
GetMusic,song_name,Diesel Gang
GetMusic,song_name,Din Don Dan
GetMusic,song_name,Dirt Road Anthem
GetMusic,song_name,Dusk Till Dawn
GetMusic,song_name,Ease My Mind
GetMusic,song_name,Eden
GetMusic,song_name,Everybody Hates Me
GetMusic,song_name,Fake You Out
GetMusic,song_name,First True Love
GetMusic,song_name,Free Fall
GetMusic,song_name,Generation Why
GetMusic,song_name,Get Lucky
GetMusic,song_name,Ghost
GetMusic,song_name,Girl Like You
GetMusic,song_name,Glow
GetMusic,song_name,Gold
GetMusic,song_name,Good Years
GetMusic,song_name,Gotta Be A Reason
GetMusic,song_name,Greatest Love Story
GetMusic,song_name,Hate Me
GetMusic,song_name,Head Over Boots
GetMusic,song_name,Hello My Love
GetMusic,song_name,Help
GetMusic,song_name,Homesick
GetMusic,song_name,Hope
GetMusic,song_name,Hotel Key
GetMusic,song_name,I Like It
GetMusic,song_name,I Lived It
GetMusic,song_name,If I Told You
GetMusic,song_name,In Your Eyes
GetMusic,song_name,It Has Begun
GetMusic,song_name,Jesus And Jack Daniels
GetMusic,song_name,Just Kiss Her
GetMusic,song_name,Kara Kul
GetMusic,song_name,Khuc Hat Mung Sinh Nhat
GetMusic,song_name,Knee Deep
GetMusic,song_name,Lahnga Lasar Ke
GetMusic,song_name,Laila Main Laila
GetMusic,song_name,Let It Go
GetMusic,song_name,Light It Up
GetMusic,song_name,Look What God Gave Her
GetMusic,song_name,Lost Within
GetMusic,song_name,Love Me Like You
GetMusic,song_name,Love Will Remember
GetMusic,song_name,Mahzouz
GetMusic,song_name,Memory Pain
GetMusic,song_name,Mercy
GetMusic,song_name,Miss Me More
GetMusic,song_name,Move Your Body
GetMusic,song_name,Moves
GetMusic,song_name,My Donna
GetMusic,song_name,Nerves
GetMusic,song_name,Never Letting Go
GetMusic,song_name,New Thang
GetMusic,song_name,Night
GetMusic,song_name,Night Witches
GetMusic,song_name,No Diggity
GetMusic,song_name,No More
GetMusic,song_name,Only You
GetMusic,song_name,Out Of Love
GetMusic,song_name,Pour It Up
GetMusic,song_name,Power
GetMusic,song_name,Pretty When You Cry
GetMusic,song_name,Promises
GetMusic,song_name,Radioactive
GetMusic,song_name,Rats
GetMusic,song_name,Reggae Music
GetMusic,song_name,Ridin High
GetMusic,song_name,Riverside
GetMusic,song_name,Roots Reggae Music
